timestamp,temperature,humidity
2025-01-01 00:00:00,24.236896221651662,76.24178538252808
2025-01-01 00:30:00,24.21242498797681,74.83948944530877
2025-01-01 01:00:00,23.97661384902656,76.98260853653424
2025-01-01 01:30:00,23.720067697991496,79.335493201529
2025-01-01 02:00:00,22.678426894590608,75.0868079132383
2025-01-01 02:30:00,23.347027918475234,75.20466416674869
2025-01-01 03:00:00,23.254617744797244,79.82365948890583
2025-01-01 03:30:00,22.70770890024139,77.84246660304073
2025-01-01 04:00:00,23.02023949095979,74.75655623972867
2025-01-01 04:30:00,23.2551088674986,77.24732538232877
2025-01-01 05:00:00,24.210446011039494,74.6443934078921
2025-01-01 05:30:00,22.602210471573066,74.49981394145107
2025-01-01 06:00:00,22.425604001992863,76.07817980441881
2025-01-01 06:30:00,21.9176001824897,70.44680089489677
2025-01-01 07:00:00,20.20491405234234,70.62259802607532
2025-01-01 07:30:00,21.491187524018898,73.18370642002063
2025-01-01 08:00:00,21.34708712565355,71.66387928428898
2025-01-01 08:30:00,23.074135709883258,74.54330279935347
2025-01-01 09:00:00,20.776208187013975,71.00852635434215
2025-01-01 09:30:00,21.023203885116992,69.23259650353918
2025-01-01 10:00:00,20.634335713401775,75.88143778562564
2025-01-01 10:30:00,19.63803390386335,71.08188815797226
2025-01-01 11:00:00,21.430762951852845,71.22551332449164
2025-01-01 11:30:00,21.095591147375185,66.89316086205986
2025-01-01 12:00:00,21.139182200847323,68.48722150178774
2025-01-01 12:30:00,19.82608321883245,69.52036480869563
2025-01-01 13:00:00,21.757532306732795,65.76908173376454
2025-01-01 13:30:00,19.62892713229943,69.00468893806251
2025-01-01 14:00:00,21.366768854408868,66.00457124691374
2025-01-01 14:30:00,22.82608859472374,66.24559684611211
2025-01-01 15:00:00,20.48458674401239,64.97277226372292
2025-01-01 15:30:00,21.05093606989926,70.64850522773858
2025-01-01 16:00:00,21.830722976639052,65.56774637456118
2025-01-01 16:30:00,21.61136996992902,62.587396086209125
2025-01-01 17:00:00,21.04865946734381,66.96750705106507
2025-01-01 17:30:00,22.626533794163315,61.58971634342086
2025-01-01 18:00:00,22.007219275207664,64.94690171164592
2025-01-01 18:30:00,23.51958238159342,59.36083578147289
2025-01-01 19:00:00,22.682494601362855,60.82636532886846
2025-01-01 19:30:00,24.924508860269963,64.57565308348445
2025-01-01 20:00:00,23.309398945533758,65.913614383622
2025-01-01 20:30:00,23.91068020482064,64.5236971463255
2025-01-01 21:00:00,25.028667254179833,63.87370031452997
2025-01-01 21:30:00,23.576589367043614,63.512464010024395
2025-01-01 22:00:00,24.897742396798517,60.70071070878616
2025-01-01 22:30:00,25.88471710787984,62.75260686087286
2025-01-01 23:00:00,23.643194396732216,63.5728414639303
2025-01-01 23:30:00,25.13280802547392,67.54979697046494
2025-01-02 00:00:00,25.21405980562576,65.95205431900351
2025-01-02 00:30:00,25.617797176539884,60.867961220263396
2025-01-02 01:00:00,23.954705493646173,66.25799254162736
2025-01-02 01:30:00,23.80677757970042,64.64027861425448
2025-01-02 02:00:00,25.168307756894823,64.0424717502375
2025-01-02 02:30:00,24.847020166239066,67.36636970160161
2025-01-02 03:00:00,24.642407908588194,68.4822223628893
2025-01-02 03:30:00,24.52894962068454,68.26075236415703
2025-01-02 04:00:00,23.498436295835244,63.81845619813175
2025-01-02 04:30:00,24.003836946478696,65.08013860925742
2025-01-02 05:00:00,23.81727167888211,66.56814748733657
2025-01-02 05:30:00,22.769791638083245,68.01412009367186
2025-01-02 06:00:00,24.590618812707984,64.16023893703836
2025-01-02 06:30:00,23.236677601557723,64.62470778753335
2025-01-02 07:00:00,21.67163401124933,62.00248915638605
2025-01-02 07:30:00,22.928876350423373,61.40799400339231
2025-01-02 08:00:00,21.418965759504886,66.01350478951926
2025-01-02 08:30:00,22.643525592374058,66.91356127713067
2025-01-02 09:00:00,22.779547925702726,62.84514347545385
2025-01-02 09:30:00,21.061789956266235,65.0026642730193
2025-01-02 10:00:00,22.384266780665556,62.83864617042075
2025-01-02 10:30:00,21.870784757427852,59.7406349361669
2025-01-02 11:00:00,22.158609731716464,61.66043067935008
2025-01-02 11:30:00,23.01326471354657,63.996913103064216
2025-01-02 12:00:00,21.329313175791892,59.45540357463163
2025-01-02 12:30:00,20.987199979281154,62.85491632676319
2025-01-02 13:00:00,20.977154263942765,51.804308330587034
2025-01-02 13:30:00,21.167351638035726,59.837440397616305
2025-01-02 14:00:00,21.920284643718826,57.45426191371801
2025-01-02 14:30:00,22.445123801850084,55.97389508069016
2025-01-02 15:00:00,22.609105185674835,56.471717473473475
2025-01-02 15:30:00,23.286965346403232,50.83512062837272
2025-01-02 16:00:00,22.891221190512177,54.86139503728315
2025-01-02 16:30:00,24.313284602096907,55.95788882142145
2025-01-02 17:00:00,23.218063027459635,58.46473360531254
2025-01-02 17:30:00,25.89043586479161,53.23105032881216
2025-01-02 18:00:00,24.499924204782754,52.314627667390326
2025-01-02 18:30:00,23.594718613359102,52.94266975111541
2025-01-02 19:00:00,23.696206815177028,56.397580020891326
2025-01-02 19:30:00,25.198403887223986,54.89163556958317
2025-01-02 20:00:00,24.876023645252737,52.75171971042394
2025-01-02 20:30:00,25.84735817434497,55.407541132646045
2025-01-02 21:00:00,25.85160796055689,54.45268731424847
2025-01-02 21:30:00,25.58403930547386,56.74942112628559
2025-01-02 22:00:00,25.103986640763203,52.71694870479769
2025-01-02 22:30:00,24.67643477764811,53.817457442223066
2025-01-02 23:00:00,25.604263545421386,53.834579418932876
2025-01-02 23:30:00,26.68511903545878,51.341212629669705
