timestamp,temperature,humidity,humidity_denoised,temperature_denoised
2025-01-01 00:00:00,24.236896221651666,76.24178538252808,76.02129445479036,24.14197835288501
2025-01-01 00:30:00,24.21242498797681,74.83948944530877,76.02129445479036,24.14197835288501
2025-01-01 01:00:00,23.97661384902656,76.98260853653424,77.05253039445734,23.96970217833162
2025-01-01 01:30:00,23.720067697991496,79.335493201529,77.1349698837672,23.45836948053622
2025-01-01 02:00:00,22.678426894590608,75.0868079132383,76.54232176050533,23.248507503685783
2025-01-01 02:30:00,23.347027918475234,75.20466416674869,76.7050438562976,23.093357519287697
2025-01-01 03:00:00,23.254617744797244,79.82365948890583,77.62359675289842,23.103118187837953
2025-01-01 03:30:00,22.70770890024139,77.84246660304073,77.47422744389173,22.994188711999474
2025-01-01 04:00:00,23.02023949095979,74.75655623972867,76.61544940836605,22.994352419566592
2025-01-01 04:30:00,23.2551088674986,77.24732538232877,75.54942500998317,23.49526478983263
2025-01-01 05:00:00,24.21044601103949,74.6443934078921,75.46384424389065,23.35592178337038
2025-01-01 05:30:00,22.602210471573063,74.49981394145107,75.07412905125399,23.07942016153514
2025-01-01 06:00:00,22.425604001992863,76.07817980441881,73.67493154692222,22.315138218685206
2025-01-01 06:30:00,21.9176001824897,70.44680089489677,72.38252624179695,21.516039412274967
2025-01-01 07:00:00,20.20491405234234,70.62259802607532,71.4177017803309,21.204567252950312
2025-01-01 07:30:00,21.491187524018898,73.18370642002063,71.82339457679497,21.01439623400493
2025-01-01 08:00:00,21.34708712565355,71.66387928428898,73.13029616788769,21.970803453185237
2025-01-01 08:30:00,23.074135709883254,74.54330279935347,72.40523614599488,21.732477007516923
2025-01-01 09:00:00,20.77620818701397,71.00852635434215,71.5948085524116,21.62451592733807
2025-01-01 09:30:00,21.023203885116992,69.23259650353918,72.04085354783565,20.811249261844246
2025-01-01 10:00:00,20.63433571340177,75.88143778562564,72.06530748237903,20.43185783412737
2025-01-01 10:30:00,19.63803390386335,71.08188815797226,72.72961308936318,20.567710856372653
2025-01-01 11:00:00,21.430762951852845,71.22551332449164,69.73352078150792,20.721462667697125
2025-01-01 11:30:00,21.095591147375185,66.89316086205986,68.86863189611309,21.221845433358453
2025-01-01 12:00:00,21.139182200847323,68.48722150178774,68.30024905751442,20.686952189018317
2025-01-01 12:30:00,19.82608321883245,69.52036480869563,67.9255560147493,20.907599242137522
2025-01-01 13:00:00,21.757532306732795,65.76908173376454,68.09804516017424,20.404180885954894
2025-01-01 13:30:00,19.62892713229943,69.00468893806251,66.9261139729136,20.917742764480362
2025-01-01 14:00:00,21.366768854408868,66.00457124691374,67.08495234369612,21.27392819381068
2025-01-01 14:30:00,22.82608859472374,66.24559684611211,65.74098011891626,21.559148064381663
2025-01-01 15:00:00,20.48458674401239,64.97277226372292,67.28895811252453,21.453870469545127
2025-01-01 15:30:00,21.05093606989926,70.64850522773858,67.0630079553409,21.122081930183565
2025-01-01 16:00:00,21.83072297663905,65.56774637456118,66.26788256283629,21.49767633882244
2025-01-01 16:30:00,21.61136996992902,62.587396086209125,65.04088317061179,21.49691747130396
2025-01-01 17:00:00,21.04865946734381,66.96750705106507,63.71487316023168,21.762187743812046
2025-01-01 17:30:00,22.626533794163315,61.58971634342086,64.50137503537728,21.894137512238263
2025-01-01 18:00:00,22.007219275207664,64.94690171164592,61.96581794551323,22.717778483654797
2025-01-01 18:30:00,23.51958238159342,59.36083578147289,61.711367607329095,22.736432086054645
2025-01-01 19:00:00,22.68249460136285,60.82636532886846,61.5876180646086,23.70886194774208
2025-01-01 19:30:00,24.924508860269963,64.57565308348445,63.77187759865831,23.638800802388857
2025-01-01 20:00:00,23.30939894553376,65.913614383622,65.00432153781065,24.04819600354146
2025-01-01 20:30:00,23.91068020482064,64.5236971463255,64.7703372814925,24.082915468178083
2025-01-01 21:00:00,25.028667254179837,63.87370031452997,63.96995382362662,24.1719789420147
2025-01-01 21:30:00,23.576589367043614,63.5124640100244,62.69562501111351,24.500999672673988
2025-01-01 22:00:00,24.89774239679852,60.70071070878616,62.321927193227815,24.786349623907324
2025-01-01 22:30:00,25.88471710787984,62.75260686087286,62.34205301119644,24.808551300470196
2025-01-01 23:00:00,23.643194396732216,63.5728414639303,64.62508176508936,24.886906510028663
2025-01-01 23:30:00,25.13280802547392,67.54979697046494,65.69156425113293,24.663354075943968
2025-01-02 00:00:00,25.21405980562576,65.95205431900351,64.78993750324395,25.32155500254652
2025-01-02 00:30:00,25.617797176539884,60.8679612202634,64.35933602696475,24.92885415860394
2025-01-02 01:00:00,23.954705493646173,66.25799254162736,63.92207745871508,24.459760083295492
2025-01-02 01:30:00,23.80677757970042,64.64027861425448,64.98024763537312,24.30993027674714
2025-01-02 02:00:00,25.168307756894823,64.0424717502375,65.34970668869785,24.60736850094477
2025-01-02 02:30:00,24.847020166239066,67.36636970160161,66.63035460490947,24.88591194390736
2025-01-02 03:00:00,24.642407908588197,68.4822223628893,68.03644814288263,24.6727925651706
2025-01-02 03:30:00,24.52894962068454,68.26075236415703,66.85381030839268,24.22326460836933
2025-01-02 04:00:00,23.498436295835244,63.81845619813175,65.71978239051539,24.01040762099949
2025-01-02 04:30:00,24.003836946478696,65.08013860925742,65.15558076490858,23.773181640398686
2025-01-02 05:00:00,23.81727167888211,66.56814748733657,66.55413539675529,23.53030008781468
2025-01-02 05:30:00,22.769791638083245,68.01412009367186,66.24750217268227,23.725894043224447
2025-01-02 06:00:00,24.590618812707984,64.16023893703836,65.59968893941452,23.53236268411632
2025-01-02 06:30:00,23.236677601557723,64.62470778753335,63.59581196031925,23.16631014183835
2025-01-02 07:00:00,21.67163401124933,62.00248915638605,62.67839698243724,22.612395987743472
2025-01-02 07:30:00,22.928876350423373,61.40799400339231,63.14132931643254,22.006492040392533
2025-01-02 08:00:00,21.41896575950489,66.01350478951926,64.77835335668074,22.330455900767436
2025-01-02 08:30:00,22.643525592374058,66.91356127713067,65.25740318070126,22.28067975919389
2025-01-02 09:00:00,22.77954792570273,62.84514347545385,64.92045634186795,22.161621158114343
2025-01-02 09:30:00,21.061789956266235,65.0026642730193,63.56215130629798,22.075201554211507
2025-01-02 10:00:00,22.38426678066556,62.83864617042075,62.527315126535655,21.77228049811988
2025-01-02 10:30:00,21.87078475742785,59.7406349361669,61.41323726197925,22.137887089936623
2025-01-02 11:00:00,22.158609731716464,61.66043067935008,61.79932623952707,22.347553067563627
2025-01-02 11:30:00,23.01326471354657,63.996913103064216,61.704249119015316,22.16706254035164
2025-01-02 12:00:00,21.32931317579189,59.45540357463163,62.10241100148635,21.776592622873206
2025-01-02 12:30:00,20.987199979281154,62.85491632676319,58.03820941066062,21.097889139671935
2025-01-02 13:00:00,20.977154263942765,51.80430833058704,58.16555501832219,21.043901960419884
2025-01-02 13:30:00,21.16735163803573,59.83744039761631,56.365336880640456,21.354930181899107
2025-01-02 14:00:00,21.920284643718823,57.45426191371801,57.75519913067483,21.84425336120154
2025-01-02 14:30:00,22.445123801850084,55.97389508069016,56.63329148929389,22.324837877081247
2025-01-02 15:00:00,22.609105185674835,56.47171747347348,54.42691106084546,22.78039811130938
2025-01-02 15:30:00,23.286965346403232,50.83512062837272,54.05607771304312,22.929097240863413
2025-01-02 16:00:00,22.891221190512177,54.86139503728315,53.88480149569244,23.497157046337435
2025-01-02 16:30:00,24.313284602096907,55.95788882142145,56.42800582133905,23.474189606689574
2025-01-02 17:00:00,23.218063027459635,58.46473360531254,55.88455758518205,24.473927831449384
2025-01-02 17:30:00,25.89043586479161,53.23105032881216,54.67013720050502,24.53614103234467
2025-01-02 18:00:00,24.499924204782754,52.314627667390326,52.82944924910597,24.661692894311155
2025-01-02 18:30:00,23.594718613359102,52.94266975111541,53.88495914646569,23.930283211106296
2025-01-02 19:00:00,23.696206815177028,56.397580020891326,54.74396178052998,24.163109771920038
2025-01-02 19:30:00,25.198403887223986,54.89163556958317,54.680311766966156,24.590211449217918
2025-01-02 20:00:00,24.876023645252737,52.75171971042394,54.35029880421772,25.307261902273897
